URL;type ;type2;type3;source
americanthinker.com;bias;;;3
AmmoLand.com;bias;;;3
amplifyingglass.com;clickbait;satire;;3
amren.com;hate;conspiracy;;3
amtvmedia.com;rumor;unreliable;;3
amusmentic.com;clickbait;rumor;;3
ancient-code.com;junksci;unreliable;;3
anonnews.co;unreliable;;;3
anotherdayintheempire.com;bias;conspiracy;;3
antiwar.com;bias;unreliable;;3
antoniusaquinas.wp.com;bias;conspiracy;;3
aryannationswordwide1488.org;hate;;;3
asia-pacificresearch.com;unreliable;satire;;3
assassinationscience.com;conspiracy;junksci;;3
attn.com;political;clickbait;;3
AutomaticEarth.com;unreliable;;;3
automotostar.com;clickbait;;;3
awazetribune.com;satire;;;3
awdnews.com;conspiracy;;;3
awm.com;unreliable;bias;clickbait;3
BadSquad.com;unknown;;;3
baptistnews.com;political;;;3
barnesreview.org;hate;;;3
beehivebugle.com;satire;;;3
betootaadvocate.com;satire;;;3
bigamericannews.com;satire;fake;;3
bigbluedimension.com;rumor;bias;;3
bigbluevision.com;hate;;;3
bighairynews.com;fake;conspiracy;;3
bigpzone.com;unknown;;;3
blackagendareport.com;unreliable;;;3
blackgenocide.org;conspiracy;bias;hate;3
blackinusrancenews.com;fake;unreliable;;3
blacklistednews.com;clickbait;unreliable;;3
bluenationreview.com;clickbait;unreliable;;3
Boilingfrogspost.com;unreliable;;;3
borowitzreport.com;satire;;;3
breaking911.com;clickbait;unreliable;;3
breakpoint.org;unreliable;;;3
breitbart.com;political;unreliable;bias;3
BrotherJohnF.com;bias;conspiracy;;3
BullionBullsCanada.com;conspiracy;;;3
bvanews.com;unreliable;bias;fake;3
callthecops.net;satire;;;3
canadafreepress.com;conspiracy;bias;;3
cap-news.com;fake;;;3
cato.org/blog;political;reliable;;3
cbsnews.com.co;fake;;;3
centerforsecuritypolicy.org;bias;conspiracy;;3
centerforsecuritypolicy.org/#articles;hate;;;3
charismanews.com;bias;;;3
chaser.com.au;satire;;;3
checkoutthehealthyworld.com;junksci;clickbait;;3
christianfightback.com;hate;bias;;3
christianpost.com;reliable;political;;3
christwire.org;satire;;;3
chronicle.su;satire;;;3
chroniclesmagazine.org;political;;;3
citizensunited.org;bias;;;3
city-journal.org;political;;;3
cityworldnews.com;fake;;;3
clickhole.com;satire;;;3
cnnnext.com;unreliable;;;3
CNSNews.com;unreliable;bias;;3
coasttocoastam.com;unreliable;;;3
coed.com;fake;unreliable;;3
collectivelyconscious.net;junksci;conspiracy;;3
ComingDepression.com;unknown;;;3
commentarymagazine.com;political;;;3
commondreams.org;political;clickbait;;3
concisepolitics.com;conspiracy;hate;;3
consciouslifenews.com;junksci;;;3
conservapedia.com;bias;;;3
conservativefighters.com;fake;;;3
conservativefrontline.com;unknown;;;3
conservativeheadlines.com;unknown;;;3
conservativehq.com;bias;;;3
conservativeinfidel.com;fake;conspiracy;;3
conservativepapers.com;bias;;;3
conservativerefocus.com;conspiracy;;;3
conservativereview.com;political;;;3
conservativestate.com;bias;;;3
consortiumnews.com;reliable;;;3
conspiracyplanet.com;conspiracy;;;3
conspiracywire.com;conspiracy;;;3
corbettreport.com;conspiracy;bias;;3
countdowntozerotime.com;conspiracy;;;3
countercurrentnews.com;bias;;;3
countercurrents.org;political;unreliable;;3
counterinformation.wordpress.com;political;;;3
counterjihad.com;bias;;;3
counterpsyops.com;conspiracy;;;3
counterpunch.com;political;;;3
counterpunch.org;political;;;3
cowgernation.com;bias;conspiracy;;3
creambmp.com;satire;fake;;3
creativitymovement.net/category/news/;hate;;;3
cryptogon.com;conspiracy;unreliable;;3
crystalair.com;satire;;;3
dailydiscord.com;satire;;;3
dailyheadlines.com;fake;;;3
dailyken.com;hate;;;3
dailykos.com;political;clickbait;;3
dailyleak.org;satire;fake;;3
dailynewspolitic.com;unknown;;;3
dailypolitics.info;unknown;;;3
dailypoliticsusa.com;bias;;;3
dailysignal.com;bias;;;3
dailysquib.co.uk;satire;;;3
dailytelegraph.com.au;bias;rumor;;3
dandygoat.com;satire;;;3
darkmoon.me;hate;bias;;3
darkpolitricks.com;bias;conspiracy;;3
dataasylum.com;conspiracy;junksci;;3
DaveJanda.com;unreliable;;;3
davidduke.com;hate;;;3
davidstockmanscontracorner.com;political;;;3
dcgazette.com;fake;;;3
dcleaks.com;unreliable;;;3
ddemocraticunderground.com;fake;;;3
DeadLineLive.info;political;conspiracy;;3
DeadlyClear.wordpress.com;bias;fake;;3
debunkingskeptics.com;bias;conspiracy;;3
defenddemocracy.press;bias;political;;3
delectabledietofpics.net;unknown;;;3
derfmagazine.com;satire;;;3
der-postillon.com;satire;;;3
disclosuremedia.net;conspiracy;;;3
dissentmagazine.org;political;;;3
diversitychronicle.wordpress.com;satire;;;3
DollarVigilante.com;bias;;;3
Dont-Tread-On.Me;conspiracy;;;3
DProgram.net;unknown;;;3
drrichswier.com;hate;bias;;3
drudgereport.com;political;bias;;3
drudgereport.com.co;fake;;;3
duffleblog.com;satire;;;3
duhprogressive.com;satire;;;3
Dutchsinse.com;conspiracy;;;3
EbolaHoax.com;conspiracy;;;3
economicnoise.com;political;unreliable;;3
ecowatch.com;political;;;3
educateinspirechange.org/health;clickbait;junksci;;3
educate-yourself.org;conspiracy;junksci;;3
electionnightgatekeepers.com;conspiracy;unreliable;;3
elelephantintheroom.blogspot.com;bias;;;3
elitereaders.com;clickbait;;;3
elkoshary.com;satire;;;3
elmundotoday.com;satire;;;3
Empirehearland.com;fake;;;3
Emptywheel.net;political;;;3
enabon.com;fake;;;3
endtime.com;bias;clickbait;political;3
enduringvision.com;fake;;;3
english.ruvr.ru;unknown;;;3
en-vovle.com;fake;;;3
eutopia.buzz;fake;satire;conspiracy;3
everydayworldnews.com;unknown;;;3
everythingnewdaily.com;unknown;;;3
ewao.com;junksci;;;3
ExperimentalVaccines.org;junksci;conspiracy;;3
Expose1933.com;conspiracy;hate;;3
extraclubmagazine.com;bias;clickbait;fake;3
eyeopening.info;conspiracy;junksci;;3
fakingnews.com;fake;satire;;3
familysecuritymatters.org;conspiracy;bias;;3
fantasticword.com;unknown;;;3
FarmWars.info;fake;conspiracy;;3
federalistpress.com;bias;;;3
filmsforaction.org;political;;;3
FinancialSurvivalNetwork.com;unreliable;bias;;3
firearmscoalition.org;bias;;;3
flyheight.com;unknown;;;3
fmobserver.com;satire;;;3
fognews.ru;satire;;;3
foodbabe.com;junksci;;;3
foreignpolicyjournal.com;political;;;3
fort-russ.com;unknown;;;3
fourwinds10.net;conspiracy;junksci;;3
fprnradio.com;conspiracy;fake;;3
freakoutnation.com;bias;;;3
FreeBeacon.com;bias;;;3
FreedomForceInternational.com;conspiracy;;;3
freedomoutpost.com;conspiracy;bias;;3
FreedomsPhoenix.com;bias;conspiracy;;3
freedomworks.org;political;;;3
freedomworldnews.com;bias;unreliable;;3
freepatriot.org;satire;;;3
fridaymash.com;satire;;;3
fromthetrenchesworldreport.com;conspiracy;junksci;bias;3
fusion.net;political;reliable;;3
gaia.com;conspiracy;junksci;;3
galacticconnection.com;junksci;;;3
gangstergovernment.com;conspiracy;bias;;3
gatesofvienna.net;hate;conspiracy;;3
geoengineeringwatch.org;junksci;conspiracy;;3
geopolmonitor.com;political;;;3
givemeliberity01.com;fake;;;3
glaringhypocrisy.com;hate;conspiracy;;3
GlobalEconomicAnalysis.com;unknown;;;3
globalresearch.ca;conspiracy;;;3
glossynews.com;satire;;;3
godlikeproductions.com;conspiracy;;;3
gomerblog.com;satire;;;3
goneleft.com;fake;;;3
GonzaloLira.Blogspot.com;unknown;;;3
govtslaves.info;conspiracy;;;3
greanvillepost.com;conspiracy;;;3
GreenMedInfo.com;junksci;;;3
guardianlv.com;political;;;3
guccifer2.wordpress.com;unreliable;;;3
gulagbound.com;bias;;;3
hangthebankers.com;conspiracy;;;3
healthimpactnews.com;junksci;bias;;3
healthy-holistic-living.com;junksci;clickbait;;3
heartland.org;bias;;;3
henrymakow.com;conspiracy;;;3
heresyblog.net;bias;conspiracy;rumor;3
heritage.org;political;;;3
holyobserver.com;satire;;;3
horowitzfreedomcenter.org;bias;;;3
humansarefree.com;conspiracy;;;3
humortimes.com;satire;;;3
icr.org;junksci;;;3
ifyouonlynews.com;unreliable;satire;;3
igrewupinusa.info;unknown;;;3
ihr.org;hate;;;3
illuminati-news.com;conspiracy;;;3
immediatesafety.org;fake;;;3
in5d.com;junksci;;;3
indiaarising.com;clickbait;unreliable;;3
infiniteunknown.net;conspiracy;;;3
informationclearinghouse.info;conspiracy;unreliable;;3
informetoday.com;bias;unreliable;;3
infostormer.com;fake;hate;conspiracy;3
instaworldnews.com;bias;;;3
intellihub.com;conspiracy;unreliable;;3
intrepidreport.com;bias;;;3
investmentresearchdynamics.com;conspiracy;;;3
investmentwatchblog.com;bias;fake;;3
ironictimes.com;satire;;;3
islamicanews.com;satire;;;3
itaglive.com;fake;;;3
ITCCS.org;conspiracy;;;3
ItMakesSenseBlog.com;fake;;;3
iwanttoexplore.com;fake;;;3
jackpineradicals.com;political;;;3
jacobinmag.com;political;;;3
jamesrgrangerjr.com;bias;;;3
jesus-is-savior.com;conspiracy;;;3
jihadwatch.org;conspiracy;hate;;3
johnnyrobish.com;satire;;;3
jonesreport.com;conspiracy;;;3
journal-neo.org;bias;;;3
katehon.com;bias;;;3
katehon.org;unknown;;;3
kauilapele.wordpress.com;unknown;;;3
kingworldnews.com;unknown;;;3
knowledgeoftoday.org;conspiracy;;;3
ladylibertynews.com;fake;;;3
landoverbaptist.org;satire;;;3
legorafi.fr;unknown;;;3
lewrockwell.com;bias;unreliable;political;3
liberalamerica.org;clickbait;bias;;3
liberalbias.com;satire;;;3
liberaldarkness.com;satire;fake;;3
libertyblitzkrieg.com;bias;;;3
libertyfederation.com;hate;;;3
libertymovementradio.com;conspiracy;;;3
libertynews.com;unreliable;bias;;3
libertytalk.fm;conspiracy;;;3
libertyunyielding.com;bias;;;3
libertyvideos.org;conspiracy;;;3
lifeandabout.com;bias;;;3
lifenews.com;bias;clickbait;;3
lifeprevention.com;junksci;;;3
lifesitenews.com;clickbait;bias;;3
lifezette.com;clickbait;;;3
lightlybraisedturnip.com;unknown;;;3
liveactionnews.org;bias;;;3
livefreelivenatural.com;unknown;;;3
livevote.com;clickbait;;;3
loanpride.com;rumor;clickbait;;3
lovethispic.com;clickbait;junksci;;3
lushforlife.com;satire;;;3
madpatriots.com;unreliable;clickbait;;3
Mad-Yet.blogspot.com;unreliable;;;3
magafeed.com;rumor;bias;fake;3
maganews.co;fake;;;3
makeamericagreattoday.com;bias;fake;;3
meanlefthook.com;bias;clickbait;;3
megafreshnews.com;rumor;;;3
megynkelly.us;fake;;;3
militianews.com;conspiracy;bias;hate;3
mintpressnews.com;political;;;3
molonlabemedia.com;bias;conspiracy;;3
moonofalabama.org;bias;;;3
morningledger.com;unreliable;conspiracy;;3
mpidailymagazine.com;fake;bias;;3
mrc.org;political;bias;;3
mrconservative.com;fake;satire;;3
mydailyrelaxation.com;unknown;;;3
myzonetoday.com;fake;bias;;3
nahadaily.com;satire;;;3
nakedcapitalism.com;political;;;3
nasamoonhoax.com;conspiracy;;;3
nationalreview.com;political;;;3
NationalUFOCenter.com;conspiracy;;;3
nationalvanguard.org;hate;;;3
nationindistress.weebly.com;conspiracy;;;3
nationonenews.com;fake;conspiracy;;3
naturalblaze.com;junksci;conspiracy;;3
naturalnewsblogs.com;junksci;;;3
nbcpolitics.org;unknown;;;3
nbcpoll.com;unknown;;;3
newcoldwar.org;political;;;3
newsbbc.net;fake;;;3
newsbreakers.org;satire;;;3
NewsBuster.com;unknown;;;3
newscenterusa.com;unknown;;;3
newscorpse.com;political;;;3
newsfrompolitics.com;fake;;;3
news-hound.com;unknown;;;3
news-hound.org;unknown;;;3
newslogue.com;bias;fake;;3
newsmagazine.com;fake;;;3
Newsmax.com;unreliable;bias;;3
newsmutiny.com;satire;fake;;3
newsninja2012.com;bias;;;3
newsopening.com;unknown;;;3
newstarget.com;conspiracy;;;3
newsthump.com;satire;;;3
newstoad.net;satire;;;3
newswatch28.com;fake;;;3
newswire-24.com;rumor;unreliable;;3
newswithviews.com;fake;conspiracy;;3
newyorker.com/humor;satire;;;3
nodisinfo.com;conspiracy;unreliable;;3
NoMoreFakeNews.com;conspiracy;;;3
nonaiswa.org/wordpress;unknown;;;3
northcrane.com;unreliable;;;3
NoTime4Bull.com;unknown;;;3
npiamerica.org;hate;bias;;3
NutritionalAnarchy.com;unreliable;;;3
nutritionfacts.org;reliable;;;3
nyuzer.com;unknown;;;3
oann.com;political;reliable;;3
oathkeepers.org;bias;;;3
objectiveministries.org;satire;;;3
observer.com;political;;;3
OCCUPY.com;political;;;3
occupyliberals.com;bias;clickbait;;3
odgossip.com;unknown;;;3
OffGridSurvival.com;conspiracy;bias;;3
off-guardian.org;bias;conspiracy;;3
oftwominds.com;bias;conspiracy;;3
oilgeopolitics.net;conspiracy;;;3
onlineconservativepress.com;fake;conspiracy;bias;3
opednews.com;unknown;;;3
openmindmagazine.com;bias;conspiracy;;3
orientalreview.org;bias;conspiracy;;3
other98.com;clickbait;bias;unreliable;3
pakalertpress.com;fake;;;3
patdollar.com;bias;clickbait;;3
patriotarchives.blogspot.com;unknown;;;3
patriotchronicle.com;bias;clickbait;;3
patriotnewsdaily.com;bias;;;3
patriotpost.us;bias;;;3
patriotrising.com;bias;conspiracy;;3
patriotupdate.com;bias;conspiracy;;3
paulcraigroberts.org;bias;conspiracy;;3
pjmedia.com;political;bias;;3
platosguns.com;bias;conspiracy;bias;3
policestateusa.com;unknown;;;3
policyreview.info;unknown;;;3
Politcalpiehole.com;unknown;;;3
politicalblindspot.com;conspiracy;junksci;;3
politicalcult.com;bias;clickbait;conspiracy;3
politicalears.com;unreliable;clickbait;;3
PoliticalPieHole.com;unknown;;;3
politicalsitenews.com;fake;;;3
politicaltimes.org;unknown;;;3
PoliticalTracker.com;unknown;;;3
politicalupdator.com;fake;clickbait;bias;3
politicsbreaking.com;unknown;;;3
politicsinformation.com;unknown;;;3
politicsinfotoday.com;unknown;;;3
politicsintheusa.com;unreliable;bias;;3
politicsinusa.com;unknown;;;3
politicususa.com;clickbait;unreliable;;3
pollhype.com;rumor;clickbait;bias;3
powerlineblog.com;unknown;;;3
powerpoliticians.com;unreliable;;;3
pravda.ru;bias;rumor;conspiracy;3
pravdareport.com;bias;rumor;conspiracy;3
prepperwebsite.com;conspiracy;fake;;3
presidentialvoting2016.com;political;bias;unreliable;3
press24.us;unknown;;;3
presstv.com;bias;unreliable;;3
presstv.ir;bias;unreliable;;3
prisonplanet.com;conspiracy;;;3
prisonplanet.tv;conspiracy;;;3
proamericanews.com;fake;;;3
progressivestoday.com;bias;;;3
projectveritas.com;bias;unreliable;political;3
proudemocrat.com;political;;;3
PublicIntelligence.net;unknown;;;3
randpaulreview.com;unknown;;;3
rawforbeauty.com;junksci;;;3
rawstory.com;political;clickbait;;3
rawws.com;unknown;;;3
rbth.com;unknown;;;3
readynutrition.com;unknown;conspiracy;;3
reagancoalition.com;bias;fake;clickbait;3
realfarmacy.com;junksci;conspiracy;;3
realplanetnews.com;junksci;;;3
realprogress.online;unknown;;;3
realtimepolitics.com;bias;unreliable;;3
RedIceCreations.com;unknown;;;3
redstate.com;political;clickbait;;3
reductress.com;satire;;;3
remedydaily.com;clickbait;;;3
rense.com;conspiracy;junksci;;3
resistancereport.com;political;unreliable;;3
responsibletechnology.org;junksci;;;3
returnofkings.com;hate;;;3
rhotv.com;fake;;;3
rightalert.com;bias;unreliable;;3
righton.com;unknown;;;3
rinf.com;political;;;3
rockcitytimes.com;satire;;;3
ronpaulinstitute.org;political;;;3
rumormillnews.com;conspiracy;junksci;rumor;3
ruptly.tv;political;;;3
russia-direct.org;unknown;political;;3
russia-insider.com;bias;clickbait;;3
satirewire.com;satire;;;3
scrappleface.com;satire;;;3
secretsofthefed.com;conspiracy;junksci;;3
sensationalisttimes.com;satire;;;3
sentinelblog.com;conspiracy;junksci;;3
sgtreport.com;unknown;;;3
shadowproof.com;unknown;;;3
ShadowStats.com;unknown;;;3
shareblue.com;unreliable;political;bias;3
sheepkillers.com;conspiracy;junksci;;3
shiftfrequency.com;unknown;;;3
shoebat.com;conspiracy;bias;;3
shtfplan.com;unknown;;;3
silentmajoritypatriots.com;unknown;;;3
SilverBearCafe.com;conspiracy;;;3
Silver-Coin-Investor. com;conspiracy;bias;unreliable;3
SilverDoctors.com;conspiracy;bias;;3
SilverStealers.net;conspiracy;;;3
SJLendman.Blogspot.com;bias;;;3
skeptiko.com;conspiracy;junksci;;3
smartknowledgeu.com/blog;unknown;;;3
solari.com/blog;unknown;;;3
sonsoflibertyradio.com;conspiracy;bias;unreliable;3
sott.net;unknown;;;3
southfront.org;unknown;;;3
southweb.org;unknown;;;3
SovereignMan.com;unreliable;;;3
speciallifeentertainment.com;unknown;;;3
speld.nl;satire;;;3
sportspickle.com;satire;;;3
sputniknews.com;bias;state;fake;3
SRSroccoReport.com;unknown;;;3
STAWealth.com;unknown;;;3
SteveQuayle.com;unknown;;;3
stneotscitizen.com;satire;;;3
stormcloudsgathering.com;fake;;;3
strategic-culture.org;unknown;;;3
subjectpolitics.com;fake;bias;;3
suggesthealthytips.com;unknown;;;3
surenews.com;unknown;;;3
surrealscoop.com;satire;;;3
SurvivalBlog.com;unknown;;;3
SurvivalKnowHow.net;unknown;;;3
survivopedia.com;unknown;;;3
szandorblestman.com/index.php;unknown;;;3
tap-news.com;unknown;;;3
teapartyeconomist.com;unknown;;;3
teapartytribune.com;unknown;;;3
tellmenow.com;unknown;;;3
TenthAmendmentCenter.com;unknown;;;3
theamericancause.org;unknown;;;3
theamericanindependent.wordpress.com;fake;bias;;3
theamericanmirror.com;unknown;;;3
theantimedia.org;unreliable;bias;conspiracy;3
TheAuReport.com;unknown;;;3
theautogear.com;unknown;;;3
thebeaverton.com;satire;;;3
theblaze.com;political;clickbait;;3
TheBRICSPost.com;unknown;;;3
TheBrowser.com;unknown;;;3
TheBurningPlatform.com;unknown;;;3
thecarsmagazine.com;unknown;;;3
thecivilian.co.nz;unknown;;;3
thecommonsenseshow.com;fake;conspiracy;;3
thecontroversialfiles.net;fake;clickbait;;3
TheCroweHouse.com;unknown;;;3
thedailybeast.com;political;;;3
thedailybell.com;unknown;;;3
TheDailyCoin.org;unknown;;;3
TheDailyCrux.com;unknown;;;3
thedailymash.co.uk;satire;;;3
thedailysheeple.com;conspiracy;bias;;3
thedailywtf.com;satire;;;3
thedemocratic.site;unknown;;;3
theduran.com;unreliable;;;3
theearthchild.co.za;unknown;;;3
theeconomiccollapseblog.com;conspiracy;bias;;3
TheExtinctionProtocol.com;conspiracy;;;3
thefifthcolumnnews.com;political;;;3
theforbiddenknowledge.com;conspiracy;junksci;;3
thefreethoughtproject.com;unreliable;conspiracy;clickbait;3
thegoldandoilguy.com/articles;unreliable;;;3
thegoldwater.com;unknown;;;3
thehardtimes.net;satire;;;3
theineptowl.com;satire;;;3
theinformedamerican.net;unreliable;;;3
theintercept.com;political;;;3
thelastgreatstand.com;fake;conspiracy;bias;3
thelibertybeacon.com;conspiracy;junksci;bias;3
thelibertymill.com;unreliable;bias;conspiracy;3
themadisonmisnomer.com;satire;;;3
themideastbeast.com;satire;;;3
themindunleashed.org;conspiracy;junksci;clickbait;3
themuslimissue.wordpress.com;hate;conspiracy;;3
thenewamerican.com;bias;;;3
thenewinquiry.com;unknown;;;3
thenewsdoctors.com;bias;;;3
TheNewsFile.com;unknown;;;3
the-newspapers.com;unknown;;;3
theonion.com;satire;;;3
theopenscroll.blogspot.com;unknown;;;3
theorganicprepper.ca;unknown;;;3
TheOutsiderClub.com;unknown;;;3
theoxymoron.co.uk;unknown;;;3
ThePeoplesVoice.net;unknown;;;3
thephaser.com;conspiracy;;;3
thepoke.co.uk;satire;;;3
thepoliticalcesspool.com;unknown;hate;;3
thepostemail.com;unknown;;;3
therebel.media;unknown;;;3
therightplanet.com;unknown;;;3
therightscoop.com;fake;clickbait;;3
therightstuff.biz;hate;;;3
therundownlive.com;unknown;;;3
therussophile.org;unknown;;;3
thesaker.is;unknown;;;3
theshovel.com.au;satire;;;3
theskunk.org;satire;;;3
thesleuthjournal.com;unknown;;;3
thespoof.com;satire;;;3
thestatelyharold.com;satire;;;3
thetimesoftheworld.com;satire;;;3
thetruthaboutcancer.com;junksci;;;3
thetruthdivision.com;fake;bias;;3
thetruthseeker.co.uk;fake;conspiracy;junksci;3
TheTruthWins.com;junksci;conspiracy;clickbait;3
theunrealtimes.com;satire;;;3
theuspatriot.com;satire;fake;;3
TheVictoryReport.org;unknown;;;3
thewatchtowers.com;bias;conspiracy;clickbait;3
TheWealthWatchman.com;unknown;;;3
theworldstyle.com;unknown;;;3
thinkprogress.org;political;;;3
thirdworldtraveler.com;unknown;;;3
thisismynewworld.com;unknown;;;3
threepercenternation.com;fake;conspiracy;bias;3
thrivemovement.com;unknown;;;3
TomWoods.com;political;unreliable;;3
topekasnews.com;satire;;;3
topnewspolitics.com;unknown;;;3
topratedviral.com;unknown;;;3
totalworldnews.com;unknown;;;3
traderdan.com;unknown;;;3
tradewithdave.com;unknown;;;3
TragedyandHope.com;unknown;;;3
trendingnewsguide.com;unknown;;;3
trendingnewstoday.net;unknown;;;3
tribuneherald.net;unknown;;;3
trueeconomics.blogspot.com;unknown;;;3
truepundit.com;bias;clickbait;;3
trumpvision365.com;fake;;;3
truthandaction.org;bias;conspiracy;clickbait;3
truthbroadcastnetwork.com;conspiracy;clickbait;;3
truthfrequencyradio.com;conspiracy;;;3
truthingold.com;unknown;;;3
TruthInMedia.com;unknown;;;3
truthnetwork.com;unknown;;;3
truthrevolt.org;bias;hate;;3
TruthStreamMedia.com;unknown;;;3
tunerspeed.com;unknown;;;3
turnerradionetwork.com;unknown;;;3
twitchy.com;clickbait;rumor;;3
tyronetribulations.com;unknown;;;3
ufoholic.com;conspiracy;;;3
unclesamsmisguidedchildren.com;bias;;;3
unconfirmedsources.com;satire;;;3
undergroundhealth.com;unknown;;;3
undergroundworldnews.com;fake;conspiracy;bias;3
unionleader.com;unknown;;;3
unz.com;bias;;;3
usa2016elections.com;fake;;;3
usadailypolitics.com;fake;;;3
usahitman.com;fake;conspiracy;;3
usainfobox.com;fake;;;3
usamagazinestudio.com;fake;;;3
usanewsinsider.com;fake;bias;clickbait;3
usanewspolitics.com;fake;;;3
usaonlinepolitics.com;fake;clickbait;;3
usaphase.com;fake;bias;;3
usapoliticsdaily.com;unknown;;;3
usapoliticus.com;unknown;;;3
usascan.com;unknown;;;3
usatoday.com.co;fake;;;3
usatwentyfour.com;fake;;;3
USAWatchdog.com;bias;;;3
usconservativetoday.com;fake;;;3
usdefensewatch.com;unreliable;;;3
usfanzone.com;fake;bias;;3
uslifetoday.com;clickbait;;;3
uspoliticslive.com;fake;bias;conspiracy;3
usviewer.com;unreliable;fake;;3
vdare.com;bias;hate;;3
veteransnewsnow.com;unreliable;political;;3
veteranstoday.com;bias;unreliable;;3
vigilantcitizen.com;fake;conspiracy;;3
viraltube.nl;clickbait;;;3
wakeupthesheep.com;conspiracy;;;3
wakingtimes.com;junksci;;;3
wakingupwisconsin.com;conspiracy;;;3
WallStreetOnParade.com;unreliable;;;3
washingtonexaminer.com;political;unreliable;;3
washingtonfed.com;fake;;;3
washingtonsblog.com;bias;conspiracy;satire;3
waterfordwhispersnews.com;satire;;;3
wealthcycles.com;unknown;;;3
wealthwire.com;unknown;;;3
weaselzippers.us;unreliable;bias;;3
webdaily.com;fake;conspiracy;bias;3
weeklystandard.com;political;bias;;3
weeklyworldnews.com;fake;rumor;clickbait;3
weshapelife.org;conspiracy;junksci;;3
westernjournalism.com;bias;clickbait;;3
whatreallyhappened.com;conspiracy;rumor;;3
whitepower.com;hate;conspiracy;bias;3
wideawakeamerica.com;unknown;;;3
WideAwakeNews.com;unknown;;;3
wikileaks.com;unreliable;;;3
wikileaks.org;unreliable;;;3
wikispooks.com;conspiracy;;;3
WilliamBanzai7.blogspot.com;satire;;;3
Willyloman.wordpress.com;conspiracy;;;3
winkprogress.com;satire;;;3
winningdemocrats.com;bias;unreliable;;3
WolfStreet.com;unreliable;;;3
wonkie.com;satire;;;3
world24monitor.com;unknown;;;3
worldcallyoutoday.com;unknown;;;3
worlddaily.info;unknown;;;3
worldpoliticsus.com;fake;;;3
worldrumor.com;fake;;;3
worldstoriestoday.com;fake;;;3
worldwidehealthy.com;junksci;clickbait;;3
wundergroundmusic.com;satire;;;3
www.rt.com;state;;;3
X22Report.com;conspiracy;;;3
yellowhammernews.com;political;;;3
yourfunpage.com;fake;;;3
yournationnews.com;clickbait;;;3
YourNewsline.wordpress.com;unknown;;;3
zaytung.com;unknown;;;3
Zengardner.com;unknown;;;3
us.blastingnews.com;satire;unreliable;;4
whowhatwhy.com;unreliable;;;4
whowhatwhy.org;conspiracy;;;4
